v1,v2,language,source
ham,"Ela kano., il download, come wen your free..",Hindi,Microsoft
ham,हाँ करो! बंद करने ÷ लिए खड़े न हों- आप कुछ पकड़ लेंगे ÷!,Hindi,Microsoft
ham,दर्द होने के लिए क्षमा करें। क्या यह ठीक है अगर हम एक और रात को मिलते हैं? मैंने देर दोपहर को हताहत में बिताया और इसका मतलब है कि मैंने वाई सामान 42 में से कोई भी नहीं किया है और इसमें मेरी सभी समय पत्रक और वह शामिल हैं। क्षमा करें। ,Hindi,Microsoft
ham,खुशी में मुस्कुराओ दर्द में मुस्कुराओ मुस्कुराओ जब मुसीबत बारिश की तरह आती है तो मुस्कुराओ जब तुम मुस्कुराते हुए देखो !!,Hindi,Microsoft
spam,कृपया हमारे ग्राहक सेवा प्रतिनिधि को 0800 169 6031 पर सुबह 10 बजे से रात 9 बजे के बीच कॉल करें क्योंकि आपने £1000 नकद या £5000 पुरस्कार की गारंटी दी है!,Hindi,Microsoft
spam,"आपकी मुफ्त रिंगटोन एकत्र होने की प्रतीक्षा कर रही है। सत्यापित करने के लिए बस पासवर्ड \MIX\"" को 85069 पर टेक्स्ट करें। अशर और ब्रिटनी प्राप्त करें। एफएमएल",Hindi,Microsoft
ham,अच्छा। जब हम समाप्त करते हैं तो हमारे पास भुगतान करने के लिए ऋण का भार होता है,Hindi,Microsoft
ham,"नमस्ते। Wk ठीक हो गया - अब होल्स पर! हाँ एक रन के लिए थोड़ा सा। भूल गया कि मेरे पास चार बजे हेयरड्रेसर की नियुक्ति है, इसलिए पहले से घर एन शॉवर प्राप्त करने की आवश्यकता है। क्या यह आपके लिए समस्या का कारण बनता है?हैम""",Hindi,Microsoft
ham,कृपया मुझे अब और पाठ न करें। मुझे और कुछ नहीं कहना है।,Hindi,Microsoft
ham,"ठीक है, जब तक यह कानूनी है, तब तक अपनी कीमत का नाम दें! वेन क्या मैं उन्हें ले जा सकता हूँ? Y u ave x ams xx",Hindi,Microsoft
ham,मैं अभी भी खरीदने के लिए एक कार की तलाश कर रहा हूं। और अभी तक 4the ड्राइविंग टेस्ट नहीं गए हैं।,Hindi,Microsoft
ham,"वाह-वाह। तुम सही हो! मेरा ऐसा करने का मतलब नहीं था। मुझे लगता है कि एक बार जब मैंने बोस्टन पुरुषों को छोड़ दिया और अपना खोज स्थान एनवाईसी में बदल दिया, तो कुछ बदल गया। मेरे साइनइन पेज पर Cuz यह अभी भी बोस्टन कहता है।",Hindi,Microsoft
ham,उम्मा मेरी जिंदगी और वावा उम्मा लव यू लॉट डियर,Hindi,Microsoft
ham,मेरे जन्मदिन पर आपकी शुभकामनाओं के लिए बहुत-बहुत धन्यवाद। मेरे जन्मदिन को वास्तव में यादगार बनाने के लिए धन्यवाद।,Hindi,Microsoft
ham,"Aight, मैं तुम्हें मारा जब मैं कुछ नकदी मिलता है",Hindi,Microsoft
ham,मेरा आईपी पता कैसे परीक्षण करेगा कि मेरे कंप्यूटर पर विचार करना एक मिनीक्राफ्ट सर्वर नहीं है,Hindi,Microsoft
ham,मुझे मालूम है! क्रोधी बूढ़े लोग। मेरी माँ की तरह आप बेहतर झूठ नहीं बोल रहे थे। फिर मैं हमेशा चुटकुले खेलने वाला हूं ...,Hindi,Microsoft
ham,आप के बाद dinner.msg के लिए जा रहे हैं।,Hindi,Microsoft
ham,मैं ठीक हूं क्योंकि मुझे पसंद है 2 नई चीजों की कोशिश करें। लेकिन मैं तुम्हें मह की तरह डरा दिया. क्योंकि तुमने कहा कि बहुत जोर से नहीं।,Hindi,Microsoft
spam,पुरुष! हम आपसे संपर्क करने की कोशिश कर रहे हैं। पिछले सप्ताहांत ड्रा से पता चलता है कि आपने £ 1000 का पुरस्कार जीता है। 09064012160 को कॉल करें। दावा कोड K52। केवल 12 घंटे मान्य। 150पीपीएम,Hindi,Microsoft
ham,"जैसे ही मैंने अपने केबिन में प्रवेश किया, मेरे पीए ने कहा, ""हैप्पी बर्थडे बॉस!!""। मुझे विशेष महसूस हुआ। उसने मुझसे 4 लंच के लिए पूछा। दोपहर के भोजन के बाद उसने मुझे अपने अपार्टमेंट में आमंत्रित किया। हम वहां गए।",Hindi,Microsoft
spam,आप एक विजेता हैं जिसे आपको विशेष रूप से चुना गया है 2 £ 1000 या 4 * छुट्टी (उड़ानें इंक) प्राप्त करें एक लाइव ऑपरेटर से बात करें 2 दावा 0871277810910p / मिनट (18+) ,Hindi,Microsoft
ham,हम्म।।। मेरे चाचा ने मुझे अभी सूचित किया कि वह सीधे स्कूल को भुगतान कर रहा है। तो कृपया खाना खरीदें।,Hindi,Microsoft
spam,मामूली सिपाही! 07742676969 के लिए आपका 2004 खाता विवरण 786 अनरिडीम किए गए बोनस अंक दिखाता है। कॉल 08719180248 पहचानकर्ता कोड का दावा करने के लिए: 45239 समाप्त हो रहा है,Hindi,Microsoft
spam,"बहुत ज़रूरी! आपका मोबाइल नं. 5/9/03 को £ 2000 बोनस कॉलर पुरस्कार से सम्मानित किया गया था यह यू से संपर्क करने का हमारा अंतिम प्रयास है! लैंडलाइन 09064019788 BOX42WR29C, 150PPM से कॉल करें",Hindi,Microsoft
spam,7548 को समाप्त करने वाले आज के वोडा नंबरों को $ 350 का पुरस्कार प्राप्त करने के लिए चुना गया है। यदि आपके पास कोई मैच है तो कृपया दावा कोड 4041 मानक दरों 08712300220 ऐप का हवाला देते हुए कॉल करें,Hindi,Microsoft
ham,क्या आप भविष्यवाणी करते हैं कि Ì_ कब खरीदारी खत्म करेंगे?,Hindi,Microsoft
ham,"अच्छी चीजें, करेंगे।",Hindi,Microsoft
ham,"बस इतना है कि आप जानते हैं, फिर भी अभी तक पैसे नहीं भेजे हैं। मैंने उसे भेजने की जहमत न उठाने के लिए सिर्फ एक पाठ भेजा। तो यह खत्म हो गया है, आपको किसी भी चीज में खुद को शामिल करने की जरूरत नहीं है। मुझे आप पर कुछ भी थोपना नहीं चाहिए था, इसलिए इसके लिए मैं माफी मांगता हूं।",Hindi,Microsoft
ham,क्या आप कमरे में हैं?,Hindi,Microsoft
ham,अरे लड़की. कैसे आरयू? आशा है कि आप अच्छी तरह से मुझे एक डेल आर बक! फिर से लंबे समय तक कोई सी नहीं! मुझे LUCYxx से कॉल राशि का समय दें,Hindi,Microsoft
ham,K.. k:)इसकी कीमत कितनी है?,Hindi,Microsoft
ham,मैं घर पर हूँ।,Hindi,Microsoft
ham,"प्रिय, Tmorrow.pls समायोजित करेंगे।",Hindi,Microsoft
ham,पहले मेरे सवाल का जवाब दो।,Hindi,Microsoft
spam,सनशाइन क्विज Wkly Q! एक शीर्ष सोनी डीवीडी प्लेयर जीतें यदि आप जानते हैं कि एल्गरवे किस देश में है? Txt ansr को 82277 पर भेजें। å£1.50 SP:Tyrone,Hindi,Microsoft
spam,2 आज रात रखी जाना चाहते हैं? असली डॉगिंग स्थानों सीधे भेजा चाहते हैं 2 अपने भीड़? यूके के सबसे बड़े डॉगिंग नेटवर्क बीटी Txting बजरी से 69888 तक जुड़ें! Nt. ec2a. 31p.msg@150पी,Hindi,Microsoft
ham,वह वहां हैं। आप उसे बुलाकर उससे मिलिए,Hindi,Microsoft
ham,नहीं नहीं। मैं गतिविधियों के लिए सभी कमरों की जाँच करूँगा,Hindi,Microsoft
spam,आप चैट svc से किसी भी अधिक संदेश rcv नहीं होगा. मुफ्त कट्टर सेवाओं के लिए पाठ पर जाएं: 69988 यदि आपको कुछ नहीं मिलता है तो आपको yr नेटवर्क के साथ आयु सत्यापित करना होगा और पुनः प्रयास करना होगा,Hindi,Microsoft
ham,"कश्मीर, मुझे पाठ जब तुम रास्ते पर कर रहे हैं",Hindi,Microsoft
ham,"सर, आपके मेल का इंतजार है।",Hindi,Microsoft
ham,"एक SWT सोचा: \Nver छोटी बातें कर के थक जाओ 4 प्यारा व्यक्तियों.. \"" कोज़ .. कभी-कभी उन छोटी चीजों को उनके दिल में सबसे बड़ा हिस्सा घेर लेते हैं .. गुड नि8""",Hindi,Microsoft
ham,मुझे पता है कि तुम हो। क्या आप कृपया पीठ खोल सकते हैं?,Hindi,Microsoft
ham,हाँ फिर डॉट पर नहीं देखें,Hindi,Microsoft
ham,स्टाफ का नाम क्या है जो हमारे लिए कक्षा ले रहा है?,Hindi,Microsoft
spam,"FreeMsg आपने मेरे पाठ का जवाब क्यों नहीं दिया? मैं रैंडी, सेक्सी, महिला और स्थानीय रहते हैं. लव यू नेटकॉलेक्स लिमिटेड 08700621170150p प्रति संदेश उत्तर से सुनने के लिए रुकें",Hindi,Microsoft
ham,K.. मैंने अपना संपर्क हटा दिया कि क्यों?,Hindi,Microsoft
ham,सिंधु को बिरला सॉफ्ट में नौकरी मिल गई..,Hindi,Microsoft
ham,शराब बह रही है और मैं हूँ मैं कभी नहीं है ..,Hindi,Microsoft
ham,हाँ मैं thk सिने बेहतर है क्योंकि कोई ज़रूरत नहीं है 2 प्लाजा माह नीचे जाओ।,Hindi,Microsoft
ham,ठीक है।।। आपका विशिष्ट उत्तर ...,Hindi,Microsoft
ham,"आप हर जगह गंदगी हैं, फर्श पर, खिड़कियों पर, यहां तक कि मेरी शर्ट पर भी। और कभी-कभी जब मैं अपना मुंह खोलता हूं, तो आप सभी बहते हुए आते हैं। मैं तुम्हारे बिना अपनी दुनिया का सपना देखता हूं, फिर मेरे आधे काम भी बाहर हैं। मेरे लिए खुशी का समय, बहुत सारे टीवी शो मैं देखूंगा। लेकिन मुझे लगता है कि सभी चीजों की तरह आपको बस मौजूद होना चाहिए, जैसे बारिश, ओले और धुंध, और जब मेरा समय यहां पूरा हो जाता है, तो आप और मैं एक हो जाते हैं।",Hindi,Microsoft
ham,"Aaooooright, क्या आप काम पर हैं?",Hindi,Microsoft
ham,मैं अब अपना घर छोड़ रहा हूँ...,Hindi,Microsoft
ham,हैलो मेरे प्यारे। आप क्या कर रहे हैं? क्या आप आज उस साक्षात्कार में पहुंचे? क्या आप खुश हैं? क्या आप एक अच्छे लड़के हैं? क्या तुम मेरे बारे में सोचते हो? क्या आप मुझे याद कर रहे हैं?,Hindi,Microsoft
spam,ग्राहक सेवा की घोषणा। आपके पास नए साल की डिलीवरी आपकी प्रतीक्षा कर रही है। डिलीवरी की व्यवस्था करने के लिए कृपया 07046744435 अभी कॉल करें,Hindi,Microsoft
spam,आप एक विजेता हैं जिसे आप विशेष रूप से चुना गया है 2 £ 1000 नकद या एक 4 * छुट्टी (उड़ानें इंक) एक लाइव ऑपरेटर से बात करें 2 दावा 0871277810810,Hindi,Microsoft
ham,मेरे माता-पिता के लिए नई कार और घर:)मेरे हाथ में केवल नई नौकरी है :),Hindi,Microsoft
ham,मैं तुमसे बहुत प्यार करता हूँ। मैं आपके साथ बिताए हर दिन को उत्साहित करता हूं। तुम मुझे बहुत खुश करते हो।,Hindi,Microsoft
spam,-PLS STOP bootydelious (32/F) आपको उसका दोस्त बनने के लिए आमंत्रित कर रहा है। उत्तर हाँ-434 या नहीं-434 उसे देखें: www.SMS.ac/u/bootydelious रुको? STOP FRND को 62468 पर भेजें,Hindi,Microsoft
spam,"BangBabes आपका ऑर्डर रास्ते में है। आपको एक सेवा संदेश 2 डाउनलोड यूआर सामग्री प्राप्त करनी चाहिए। यदि आप नहीं करते हैं, तो गोटो वैप। बैंगब। यूआर मोबाइल इंटरनेट/सेवा मेनू पर टीवी",Hindi,Microsoft
spam,बहुत ज़रूरी! हम आपसे संपर्क करने की कोशिश कर रहे हैं। पिछले सप्ताहांत ड्रा से पता चलता है कि आपने गारंटी के लिए £ 900 का पुरस्कार जीता है। 09061701939 को कॉल करें। दावा कोड S89। केवल 12 घंटे मान्य,Hindi,Microsoft
ham,महान पलायन। मैं पुल की कल्पना करता हूं लेकिन उसे लेगर की जरूरत है। मिलते हैं टोमो ,Hindi,Microsoft
ham,हाँ :)यह पूरी तरह से आउट ऑफ फॉर्म है:)क्लार्क भी पूरी तरह से बेकार है।,Hindi,Microsoft
ham,"महोदय, मुझे एक्सिस बैंक खाता संख्या और बैंक पता चाहिए।",Hindi,Microsoft
ham,"हम्म.. Thk यकीन है कि हॉप करने के लिए समय मिला ... हां, 4 मुफ्त abt जा सकते हैं ... मुज़ आपको लियाओ पर चर्चा करने के लिए बुलाता है ... ",Hindi,Microsoft
ham,आप बाद में किस समय नीचे आ रहे हैं? ,Hindi,Microsoft
ham,"खूनी नरक, विश्वास नहीं कर सकता कि आप मेरा उपनाम भूल गए श्री। मैं आपको एक सुराग देता हूं, इसकी स्पेनिश और एम के साथ शुरू होता है ... ",Hindi,Microsoft
ham,"खैर, मैं अब अपना स्नान खत्म करने जा रहा हूँ। एक अच्छा है ... शुभ रात्रि।",Hindi,Microsoft
ham,मुझे बताएं कि आपके पास पैसे कब हैं ताकि कार्लोस कॉल कर सके,Hindi,Microsoft
ham,"पता चला कि मेरे दोस्त पूरे शो के लिए रह रहे हैं और ~ &lt;#&gt; तक वापस नहीं आएंगे, इसलिए बेझिझक आगे बढ़ें और $ &lt;#&gt; मूल्य का धूम्रपान करें",Hindi,Microsoft
ham,उसे पाठ करें। अगर वह जवाब नहीं देती है तो मुझे बताएं ताकि मैं उसे लॉग इन कर सकूं,Hindi,Microsoft
ham,नमस्ते! आपने अभी मनीशा वी से बात की। हम जानना चाहते हैं कि क्या आप अनुभव से संतुष्ट थे। हां या ना के साथ टोल फ्री उत्तर दें।,Hindi,Microsoft
ham,आपने पैसे की पेशकश के साथ मेरी उम्मीदों को जगाया। मुझे जरूरत है। खासकर जब महीने का अंत आता है और यह मेरे अध्ययन को नुकसान पहुंचाता है। वैसे भी एक GR8 सप्ताहांत है,Hindi,Microsoft
ham,"योग्य नहीं, आप मुझ पर भरोसा कर सकते हैं।",Hindi,Microsoft
ham,ठीक है। मैं एक सज्जन व्यक्ति हूं और आपके साथ गरिमा और सम्मान के साथ व्यवहार करूंगा।,Hindi,Microsoft
ham,"वह करेगा, तुम लोग करीब?",Hindi,Microsoft
ham,कुछ भी महान नहीं जा रहा है। अलविदा,Hindi,Microsoft
ham,हैलो हैंडसम ! क्या आपको वह नौकरी मिल रही है? आलसी नहीं होना ? मम्मी के लिए उस नेट को वापस पाने की दिशा में काम कर रहे हैं? अब मेरा बॉयटॉय कहां है? क्या वह मुझे याद करता है?,Hindi,Microsoft
ham,"हाहा बहुत बढ़िया, एक मिनट में वहां पहुंचें",Hindi,Microsoft
spam,कृपया हमारे ग्राहक सेवा प्रतिनिधि को FREEPHONE 0808 145 4742 पर सुबह 9 बजे से रात 11 बजे के बीच कॉल करें क्योंकि आपने £ 1000 नकद या £ 5000 पुरस्कार की गारंटी दी है!,Hindi,Microsoft
ham,मैं जूस घर पहुंच गया। मैं पहले नहाने जाता हूँ। लेकिन नेट का उपयोग कर मेरी बहन आपको बताती है कि जब वह कश्मीर खत्म करती है ...,Hindi,Microsoft
ham,हाय :)अंत में मैंने कोर्स पूरा किया :),Hindi,Microsoft
ham,यह अपने आप रुक जाएगा। हालांकि मेरा सुझाव है कि वह किसी ऐसे व्यक्ति के साथ रहती है जो हर मल के लिए ओआरएस देने में सक्षम होगा।,Hindi,Microsoft
ham,आप कैसे हैं? आशा है कि आप नए स्कूल वर्ष के लिए बस गए हैं। बस आपको एक gr8 दिन की शुभकामनाएं,Hindi,Microsoft
ham,गुड मॉर्निंग डियर हव ए गुड डे,Hindi,Microsoft
ham,क्या आपको वह व्यक्ति कहानी मिली,Hindi,Microsoft
ham,क्या आपका हम्सटर मर चुका है? अरे तो टीएमआर मैं आपसे दोपहर 1 बजे ऑर्चर्ड एमआरटी पर मिलता हूं? ,Hindi,Microsoft
ham,हाय केट आपकी शाम कैसी है? मुझे आशा है कि मैं आपको कल थोड़ी देर के लिए देख सकता हूं लेकिन मुझे बेबीजॉन्टेट को खूनी करना होगा! यदि आप कर सकते हैं तो वापस txt। :) एक्स,Hindi,Microsoft
ham,"मिल गया, ईएनसी &lt;#&gt; , आप कहां हैं?",Hindi,Microsoft
ham,मैंने आपको &lt; # &gt; रुपये भेजे हैं,Hindi,Microsoft
ham,हैलो डार्लिन ive कॉलेज अब समाप्त हो गया है तो मुझे txt जब आप समाप्त आप केट xxx प्यार कर सकते हैं,Hindi,Microsoft
ham,आपका खाता INR &lt;DECIMAL&gt; द्वारा सफलतापूर्वक रीफिल कर दिया गया है। आपका केरलसर्कल प्रीपेड अकाउंट बैलेंस &lt;DECIMAL&gt; रुपये है। आपकी लेन-देन ID KR &lt;#&gt; है।,Hindi,Microsoft
ham,गुडमॉर्निंग स्लीपिंग गा।,Hindi,Microsoft
ham,यू मुझे 11 बजे ऑल्टर कहते हैं ठीक है।,Hindi,Microsoft
ham,"Ìï कहते हैं जब तक कि मैं एरिक्सन नहीं खरीद लेता, ओसो ओरेडी नहीं कर सकता...",Hindi,Microsoft
ham,"Aight yo, dats सीधे कुत्ते",Hindi,Microsoft
ham,आप कृपया हमें &lt;DECIMAL&gt; से पहले आज ही कनेक्शन दें या बिल वापस कर दें,Hindi,Microsoft
ham,दोनों :) मैं बड़े भार को शूट करता हूं इसलिए तैयार हो जाओ!,Hindi,Microsoft
ham,"क्या बात है ब्रूव, आशा है कि आपके पास एक महान ब्रेक था। एक पुरस्कृत सेमेस्टर है।",Hindi,Microsoft
ham,घर ताकि हम हमेशा चैट कर सकें,Hindi,Microsoft
ham,K:)k:)अच्छा:)अच्छी तरह से अध्ययन करें।,Hindi,Microsoft
ham,हाँ।।। कैसे Ì_ नोए लेह...,Hindi,Microsoft
ham,बहुत अच्छा लगता है! क्या आप अभी घर पर हैं?,Hindi,Microsoft
ham,अंत में मैच आपकी भविष्यवाणी के रूप में ड्रॉ की ओर बढ़ रहा है।,Hindi,Microsoft
ham,पस्‍त। मैं पिछली कुछ रातों से ठीक से सोया नहीं हूं।,Hindi,Microsoft
ham,आसान आह?सेन का चयन हो गया मतलब यह अच्छा है ..,Hindi,Microsoft
ham,मुझे 3 मार्च को परीक्षा देनी है,Hindi,Microsoft
ham,"हाँ आपको करना चाहिए। मुझे लगता है कि अब आप पंजीकरण के लिए अपने gt एटीएम का उपयोग कर सकते हैं। यकीन नहीं है, लेकिन अगर वैसे भी है तो मैं मदद कर सकता हूं मुझे बताएं। लेकिन जब आप सुनिश्चित करें कि आप तैयार हैं।",Hindi,Microsoft
ham,ठीक है कोई समस्या नहीं। समय ले लो।,Hindi,Microsoft
ham,वहाँ ओएस कहा जाता है ubandu जो हार्ड डिस्क में स्थापित किए बिना चलेगा ... आप सिस्टम में महत्वपूर्ण फाइलों की प्रतिलिपि बनाने के लिए उस ओएस का उपयोग कर सकते हैं और इसे मरम्मत की दुकान को दे सकते हैं ..,Hindi,Microsoft
ham,यू कहते हैं लेह... बेशक कुछ नहीं होता लार। वी रोमांटिक जूस को थोड़ा ही नहीं कहें। मैं thk e nite दृश्यों इतना अच्छा नहीं leh.,Hindi,Microsoft
spam,"2004 से 500 नए मोबाइल, अवश्य जाएं! Txt: NOKIA से No: 89545 और आज ही अपना इकट्ठा करें! केवल £1 www.4-tc.biz 2ऑप्टआउट से 087187262701.50GBP/mtmsg18",Hindi,Microsoft
spam,"क्या आप जल्द ही अपने ड्रीम पार्टनर से मिलेंगे? क्या आपका करियर ऑफ 2 एक उड़ान की शुरुआत है? 2 नि: शुल्क पता लगाएं, txt HORO के बाद आपका तारा चिह्न, उदा।",Hindi,Microsoft
ham,"जीवन शिक्षक की तुलना में अधिक कठिन है ... क्योंकि शिक्षक पाठ पढ़ाता है और फिर परीक्षा आयोजित करता है, लेकिन जीवन पहले परीक्षा आयोजित करता है और फिर पाठ सिखाता है। सुप्रभात. . .",Hindi,Microsoft
ham,गांधीपुरम में उतरें और सड़क पार करने के लिए पैदल चलें। सड़क &lt;#&gt; दाईं ओर दाईं ओर मुड़ें।,Hindi,Microsoft
ham,"क्षमा करें बैटरी मर गई, हाँ मैं यहाँ हूँ",Hindi,Microsoft
ham,हाँ:)यहाँ टीवी हमेशा कार्यस्थल में उपलब्ध है ..,Hindi,Microsoft
spam,"टेक्स्ट करें और आज किसी सेक्सी से मिलें. आप एक तारीख पा सकते हैं या यहां तक कि यू तक इश्कबाज भी कर सकते हैं। 4 में शामिल हों, बस 10p। नाम और आयु के साथ उत्तर दें, उदाहरण के लिए, सैम 25। 18 -संदेश recd@thirtyeight पेंस",Hindi,Microsoft
ham,या बीमार एक ही सड़क पर बस स्टॉप पर की तरह एक छोटे से करीब हो,Hindi,Microsoft
ham,"नया सिद्धांत: तर्क डी स्थिति जीतता है, लेकिन व्यक्ति को खो देता है। इसलिए अपने दोस्तों के साथ बहस न करें .. उन्हें लात मारो और कहो, मैं हमेशा सही हूं।",Hindi,Microsoft
spam,यू 447801259231 पास एक गुप्त प्रशंसक है जो देख रहा है 2 यू के साथ संपर्क करें पता लगाएं कि वे कौन आर * प्रकट करते हैं जो यूआर को इतना विशेष-कॉल करता 09058094597,Hindi,Microsoft
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,Hindi,Microsoft
ham,"ठीक। नहीं, नहीं, बस चमक रहा है। यह हस्ताक्षर करने के लिए था, लेकिन यह बेहतर लगता है।",Hindi,Microsoft
ham,"हालांकि मैंने यू डैट को बताया कि मैं अब बेग फेस घड़ियों में हूं, लेकिन मुझे वास्तव में ई वॉच यू ने दिया क्योंकि यह एफआर यू है। Thanx 4 सब कुछ जो आपने आज किया है, मैं छुआ हूँ ...",Hindi,Microsoft
ham,क्या आपको वह पुराना विज्ञापन याद नहीं है?,Hindi,Microsoft
ham,बहुत देर। मैंने कहा कि मेरे पास वेबसाइट है। मेरे पास चप्पल नहीं थी या नहीं थी,Hindi,Microsoft
ham,मैंने आपको उसे अभी फोन करने के लिए कहा था ठीक है,Hindi,Microsoft
ham,कैलिस दूसरी पारी में बल्लेबाजी नहीं करेंगे।,Hindi,Microsoft
ham,"यह फिर से काम नहीं किया, ओह। तो ठीक है शुभरात्रि। मैं ठीक कर दूंगा और जब तक आप जागेंगे तब तक इसे तैयार कर दूंगा। आप बहुत याद किए जाते हैं, एक अच्छी रात की नींद है।",Hindi,Microsoft
spam,बधाई हो आपके सम्मानित 500 सीडी वाउचर या 125gift गारंटीकृत और नि: शुल्क प्रविष्टि 2 100 wkly txt संगीत को 87066 TnCs www पर आकर्षित करें। Ldew.com1win150ppmx3age16,Hindi,Microsoft
ham,"अपने प्यारे को गुस्से में यू के साथ वेन, डीएनटी इसे गंभीरता से लें .. क्योंकि गुस्सा होना गहरा स्नेह, देखभाल और प्यार दिखाने का सबसे बचकाना और सच्चा तरीका है.. केत्तोड़ मांडा... आपका दिन शुभ हो दा.",Hindi,Microsoft
ham,"अप्स जो 3 दिन भी है, और शिपिंग कंपनी जो 2wks लेती है। दूसरा तरीका यूएसपीएस है जिसमें एक सप्ताह लगता है लेकिन जब यह पिछड़ जाता है तो आपको अपना सामान प्राप्त करने के लिए निपोस्ट को रिश्वत देनी पड़ सकती है।",Hindi,Microsoft
ham,"मैं वापस आ गया हूँ, मुझे पता है कि आप कब तैयार हैं",Hindi,Microsoft
ham,"जरूरी नहीं कि आप वापस आने से पहले इसे पूरा करने की उम्मीद करें, क्योंकि मैं अभी बाहर हूं",Hindi,Microsoft
ham,मम्म तो स्वादिष्ट बेब ... सूजी को अच्छा झटका,Hindi,Microsoft
ham,तुम कहाँ हो प्रेमी? मुझे तुम्हारी ज़रूरत है।।।,Hindi,Microsoft
spam,"हमने आपसे संपर्क करने की कोशिश की, क्या आप एक वीडियो हैंडसेट की हमारी पेशकश पर आपका जवाब हैं? 750 कभी भी नेटवर्क मिनट? असीमित पाठ? कैमकॉर्डर? उत्तर दें या 08000930705 अभी कॉल करें",Hindi,Microsoft
ham,हाँ,Hindi,Microsoft
ham,वैसे भी मैं अब अपने दम पर खरीदारी करने जा रहा हूँ। क्योंकि मेरी बहन अभी तक नहीं हुई है। डन डिस्टर्ब यू लियाओ।,Hindi,Microsoft
ham,ल्यूटन में मेरा नंबर 0125698789 मुझे रिंग करता हूं अगर उसके आसपास! H*,Hindi,Microsoft
spam,अरे मैं वास्तव में सींग का बना हुआ हूँ चैट करना चाहते हैं या मुझे नग्न पाठ गर्म देखने के लिए 69698 पाठ 150pm पर चार्ज किया पाठ की सदस्यता समाप्त करने के लिए पाठ बंद करो 69698,Hindi,Microsoft
ham,वही। वाना ने तब एक यात्रा की योजना बनाई,Hindi,Microsoft
ham,"अभी तक यकीन नहीं है, अभी भी उसे पकड़ने की कोशिश कर रहा है",Hindi,Microsoft
spam,आपकी रिंगटोन सेवा बदल गई है! 25 नि: शुल्क क्रेडिट! अभी सामग्री चुनने के लिए club4mobiles.com पर जाएं! रुको? txt क्लब स्टॉप 87070 पर। 150p/wk क्लब4 पीओ बॉक्स1146 एमके45 2WT,Hindi,Microsoft
spam,रिंगटोन क्लब: प्रत्येक सप्ताह अपने मोबाइल पर यूके एकल चार्ट प्राप्त करें और किसी भी शीर्ष गुणवत्ता रिंगटोन चुनें! यह संदेश निःशुल्क है.,Hindi,Microsoft
ham,"रात एक और दिन के लिए खत्म हो गई है, सुबह एक खास तरीके से आई है। आप धूप की किरणों की तरह मुस्कुरा सकते हैं और अपनी चिंताओं को नीली नीली खाड़ी में छोड़ सकते हैं।",Hindi,Microsoft
spam,एचएमवी बोनस स्पेशल 500 पाउंड के वास्तविक एचएमवी वाउचर जीते जाने हैं। बस 4 आसान सवालों के जवाब दें। अब खेलते हैं! HMV को 86688 More info:www.100percent-real.com पर भेजें,Hindi,Microsoft
ham,कोई आपत्ति नहीं। मेरा बीएफ नहीं आ रहा है।,Hindi,Microsoft
ham,थैंक्स...,Hindi,Microsoft
ham,रोब को थिएटर में अपनी प्रेमिका को मैक करने के लिए कहें,Hindi,Microsoft
ham,"बहुत बढ़िया, मैं आपको थोड़ी देर में देखूंगा",Hindi,Microsoft
ham,बस भेज दिया। तो आपको किस तरह का खाना पसंद है?,Hindi,Microsoft
ham,सब कर दिया? सभी में सौंप दिया? अभी तक पूरे जोरों पर जश्न?,Hindi,Microsoft
ham,\Wen यू मिस यो,Hindi,Microsoft
ham,ठीक है। मैंने पैसे कितने पैसे मांगे,Hindi,Microsoft
ham,ठीक है...,Hindi,Microsoft
ham,"हाँ मुझे लगता है कि मेरा सामान्य लड़का अभी भी कल रात से बाहर निकल गया है, अगर आप किसी को पकड़ लेते हैं तो मुझे बताएं और मैं नीचे फेंक दूंगा",Hindi,Microsoft
ham,"कश्मीर, मैं तो मेरी कक्षा जल्दी बाहर जाने देता है तो तो मैं आज रात तक आ सकता है",Hindi,Microsoft
ham,ठीक है।।,Hindi,Microsoft
ham,हाय बेबी इम क्रूसिन मेरी गर्ल फ्रेंड के साथ आप क्या कर रहे हैं 2? मुझे घर पर एक कॉल इन और घंटा दें अगर यह ठीक है या मुझे इस फोन पर फेन करें अब जेनी XXX से प्यार करें,Hindi,Microsoft
ham,"मेरा जीवन मेरे लिए बहुत मायने रखता है, इसलिए नहीं कि मैं अपने जीवन से प्यार करता हूं, बल्कि इसलिए कि मैं अपने जीवन में लोगों से प्यार करता हूं, दुनिया उन्हें दोस्त कहती है, मैं उन्हें अपनी दुनिया कहती हूं। जीई:-)..",Hindi,Microsoft
ham,"प्रिय, मेल करेंगे टोनाइट.गली में व्यस्त, आपको टोनाइट अपडेट करेंगे.चीजें ठीक दिख रही हैं.वरुणनाथु एडुक्कुकेई रक्षा ओल्लू.लेकिन वास्तविक अर्थों में एक अच्छा.",Hindi,Microsoft
ham,अरे तुमने गौतम को अपना नाम बताया आह?,Hindi,Microsoft
ham,क्या तुमने उसे ढूंढ लिया? मुझे लगता है कि बहुत बेवकूफ दा वी कैम काम कर रहा था।,Hindi,Microsoft
ham,उफ़। 4 को वह बिट मिला।,Hindi,Microsoft
ham,क्या आप इतने व्यस्त हैं,Hindi,Microsoft
